Index,Number,Name,Type-1,Type-2,Total,HP,Attack,Defense,Sp-Atk,Sp-Def,Speed,Egg-Group-1,Egg-Group-2,Experience-type,XP-Mult,HP-base,HP/Nv,FOR,DES,CON,INT,SAB,CAR,Armor
413,339,Barboach,WATER,GROUND,288,50,48,43,46,41,60,Water-2,,Medium-Fast,5,11,3,6,8,6,6,6,3d4,3
414,340,Whiscash,WATER,GROUND,468,110,78,73,76,71,60,Water-2,,Medium-Fast,5,23,6,10,8,9,10,9,3d4,5
#VALOR!
#VALOR!
417,343,Baltoy,GROUND,PSYCHIC,300,40,40,55,40,70,55,Mineral,,Medium-Fast,5,9,3,5,7,8,5,9,3d4,5
418,344,Claydol,GROUND,PSYCHIC,500,60,70,105,70,120,75,Mineral,,Medium-Fast,5,13,4,9,10,15,9,15,3d4,9
#VALOR!
#VALOR!
#VALOR!
#VALOR!
#VALOR!
#VALOR!
425,351,Castform,NORMAL,,420,70,70,70,70,70,70,Fairy,Amorphous,Medium-Fast,5,15,4,9,9,9,9,9,3d4,5
426,351,Castform-Sunny-Form,FIRE,,420,70,70,70,70,70,70,Fairy,Amorphous,Medium-Fast,5,15,4,9,9,9,9,9,3d4,5
427,351,Castform-Rainy-Form,WATER,,420,70,70,70,70,70,70,Fairy,Amorphous,Medium-Fast,5,15,4,9,9,9,9,9,3d4,5
428,351,Castform-Snowy-Form,ICE,,420,70,70,70,70,70,70,Fairy,Amorphous,Medium-Fast,5,15,4,9,9,9,9,9,3d4,5
429,352,Kecleon,NORMAL,,440,60,90,70,60,120,40,Field,,Medium-Slow,-5,13,4,12,5,12,8,15,3d4,7
430,353,Shuppet,GHOST,,295,44,75,35,63,33,45,Amorphous,,Fast,10,9,3,10,6,5,8,5,3d4,2
431,354,Banette,GHOST,,455,64,115,65,83,63,65,Amorphous,,Fast,10,13,4,15,9,8,11,8,3d4,5
432,354,Mega-Banette,GHOST,,555,64,165,75,93,83,75,Amorphous,,Fast,10,13,4,21,10,10,12,11,3d4,6
433,355,Duskull,GHOST,,295,20,40,90,30,90,25,Amorphous,,Fast,10,5,2,5,4,12,4,12,3d4,7
434,356,Dusclops,GHOST,,455,40,70,130,60,130,25,Amorphous,,Fast,10,9,3,9,4,17,8,17,3d4,10
435,357,Tropius,GRASS,FLYING,460,99,68,83,72,87,51,Monster,Grass,Slow,-10,20,5,9,7,11,9,11,3d4,6
436,358,Chimecho,PSYCHIC,,455,75,50,80,95,90,65,Amorphous,,Fast,10,16,4,7,9,11,12,12,3d4,6
437,359,Absol,DARK,,465,65,130,60,75,60,75,Field,,Medium-Slow,-5,14,4,17,10,8,10,8,3d4,4
438,359,Mega-Absol,DARK,,565,65,150,60,115,60,115,Field,,Medium-Slow,-5,14,4,19,15,8,15,8,3d4,4
439,360,Wynaut,PSYCHIC,,260,95,23,48,23,48,23,No-Eggs-Discovered,,Medium-Fast,5,20,5,3,3,6,3,6,3d4,3
440,361,Snorunt,ICE,,300,50,50,50,50,50,50,Fairy,Mineral,Medium-Fast,5,11,3,7,7,7,7,7,3d4,4
441,362,Glalie,ICE,,480,80,80,80,80,80,80,Fairy,Mineral,Medium-Fast,5,17,5,10,10,10,10,10,3d4,6
442,362,Mega-Glalie,ICE,,580,80,120,80,120,80,100,Fairy,Mineral,Medium-Fast,5,17,5,15,13,10,15,10,3d4,6
443,363,Spheal,ICE,WATER,290,70,40,50,55,50,25,Water-1,Field,Medium-Slow,-5,15,4,5,4,7,7,7,3d4,4
444,364,Sealeo,ICE,WATER,410,90,60,70,75,70,45,Water-1,Field,Medium-Slow,-5,19,5,8,6,9,10,9,3d4,5
445,365,Walrein,ICE,WATER,530,110,80,90,95,90,65,Water-1,Field,Medium-Slow,-5,23,6,10,9,12,12,12,3d4,7
#VALOR!
#VALOR!
#VALOR!
449,369,Relicanth,WATER,ROCK,485,100,90,130,45,65,55,Water-1,Water-2,Slow,-10,21,6,12,7,13,6,9,3d4,7
450,370,Luvdisc,WATER,,330,43,30,55,40,65,97,Water-2,,Fast,10,9,3,4,13,8,5,9,3d4,4
451,371,Bagon,DRAGON,,300,45,75,60,40,30,50,Dragon,,Slow,-10,10,3,10,7,6,5,4,3d4,3
452,372,Shelgon,DRAGON,,420,65,95,100,60,50,50,Dragon,,Slow,-10,14,4,12,7,10,8,7,3d4,6
453,373,Salamence,DRAGON,FLYING,600,95,135,80,110,80,100,Dragon,,Slow,-10,20,5,17,13,10,14,10,3d4,6
454,373,Mega-Salamence,DRAGON,FLYING,700,95,145,130,120,90,120,Dragon,,Slow,-10,20,5,19,15,14,15,12,3d4,8
455,374,Beldum,STEEL,PSYCHIC,300,40,55,80,35,60,30,Mineral,,Slow,-10,9,3,7,4,9,5,8,3d4,5
456,375,Metang,STEEL,PSYCHIC,420,60,75,100,55,80,50,Mineral,,Slow,-10,13,4,10,7,12,7,10,3d4,7
457,376,Metagross,STEEL,PSYCHIC,600,80,135,130,95,90,70,Mineral,,Slow,-10,17,5,17,9,14,12,12,3d4,8
458,376,Mega-Metagross,STEEL,PSYCHIC,700,80,145,150,105,110,110,Mineral,,Slow,-10,17,5,19,14,17,14,14,3d4,10
459,377,Regirock,ROCK,,580,80,100,200,50,100,50,No-Eggs-Discovered,,Slow,-10,17,5,13,7,19,7,13,3d4,12
460,378,Regice,ICE,,580,80,50,100,100,200,50,No-Eggs-Discovered,,Slow,-10,17,5,7,7,19,13,25,3d4,12
461,379,Registeel,STEEL,,580,80,75,150,75,150,50,No-Eggs-Discovered,,Slow,-10,17,5,10,7,19,10,19,3d4,12
462,380,Latias,DRAGON,PSYCHIC,600,80,80,90,110,130,110,No-Eggs-Discovered,,Slow,-10,17,5,10,14,14,14,17,3d4,8
463,380,Mega-Latias,DRAGON,PSYCHIC,700,80,100,120,140,150,110,No-Eggs-Discovered,,Slow,-10,17,5,13,14,17,18,19,3d4,10
464,381,Latios,DRAGON,PSYCHIC,600,80,90,80,130,110,110,No-Eggs-Discovered,,Slow,-10,17,5,12,14,12,17,14,3d4,7
465,381,Mega-Latios,DRAGON,PSYCHIC,700,80,130,100,160,120,110,No-Eggs-Discovered,,Slow,-10,17,5,17,14,14,20,15,3d4,8
466,382,Kyogre,WATER,,670,100,100,90,150,140,90,No-Eggs-Discovered,,Slow,-10,21,6,13,12,15,19,18,3d4,9
467,382,Primal-Kyogre,WATER,,770,100,150,90,180,160,90,No-Eggs-Discovered,,Slow,-10,21,6,19,12,16,23,20,3d4,10
468,383,Groudon,GROUND,,670,100,150,140,100,90,90,No-Eggs-Discovered,,Slow,-10,21,6,19,12,15,13,12,3d4,9
469,383,Primal-Groudon,GROUND,FIRE,770,100,180,160,150,90,90,No-Eggs-Discovered,,Slow,-10,21,6,23,12,16,19,12,3d4,10
470,384,Rayquaza,DRAGON,FLYING,680,105,150,90,150,90,95,No-Eggs-Discovered,,Slow,-10,22,6,19,12,12,19,12,3d4,7
471,384,Mega-Rayquaza,DRAGON,FLYING,780,105,180,100,180,100,115,No-Eggs-Discovered,,Slow,-10,22,6,23,15,13,23,13,3d4,8
472,385,Jirachi,STEEL,PSYCHIC,600,100,100,100,100,100,100,No-Eggs-Discovered,,Slow,-10,21,6,13,13,13,13,13,3d4,8
473,386,Deoxys-Normal-Forme,PSYCHIC,,600,50,150,50,150,50,150,No-Eggs-Discovered,,Slow,-10,11,3,19,19,7,19,7,3d4,4
474,386,Deoxys-Attack-Forme,PSYCHIC,,600,50,180,20,180,20,150,No-Eggs-Discovered,,Slow,-10,11,3,23,19,3,23,3,3d4,1
475,386,Deoxys-Defense-Forme,PSYCHIC,,600,50,70,160,70,160,90,No-Eggs-Discovered,,Slow,-10,11,3,9,12,20,9,20,3d4,12
476,386,Deoxys-Speed-Forme,PSYCHIC,,600,50,95,90,95,90,180,No-Eggs-Discovered,,Slow,-10,11,3,12,23,12,12,12,3d4,7
477,387,Turtwig,GRASS,,318,55,68,64,45,55,31,Monster,Grass,Medium-Slow,-5,12,3,9,4,8,6,7,3d4,4
478,388,Grotle,GRASS,,405,75,89,85,55,65,36,Monster,Grass,Medium-Slow,-5,16,4,12,5,10,7,9,3d4,6
479,389,Torterra,GRASS,GROUND,525,95,109,105,75,85,56,Monster,Grass,Medium-Slow,-5,20,5,14,7,12,10,11,3d4,7
480,390,Chimchar,FIRE,,309,44,58,44,58,44,61,Field,Human-Like,Medium-Slow,-5,9,3,8,8,6,8,6,3d4,3
481,391,Monferno,FIRE,FIGHTING,405,64,78,52,78,52,81,Field,Human-Like,Medium-Slow,-5,13,4,10,11,7,10,7,3d4,4
482,392,Infernape,FIRE,FIGHTING,534,76,104,71,104,71,108,Field,Human-Like,Medium-Slow,-5,16,4,13,14,9,13,9,3d4,5
483,393,Piplup,WATER,,314,53,51,53,61,56,40,Water-1,Field,Medium-Slow,-5,11,3,7,5,7,8,7,3d4,4
484,394,Prinplup,WATER,,405,64,66,68,81,76,50,Water-1,Field,Medium-Slow,-5,13,4,9,7,9,11,10,3d4,5
485,395,Empoleon,WATER,STEEL,530,84,86,88,111,101,60,Water-1,Field,Medium-Slow,-5,17,5,11,8,12,14,13,3d4,7
486,396,Starly,NORMAL,FLYING,245,40,55,30,30,30,60,Flying,,Medium-Slow,-5,9,3,7,8,4,4,4,3d4,2
487,397,Staravia,NORMAL,FLYING,340,55,75,50,40,40,80,Flying,,Medium-Slow,-5,12,3,10,10,6,5,5,3d4,3
488,398,Staraptor,NORMAL,FLYING,485,85,120,70,50,60,100,Flying,,Medium-Slow,-5,18,5,15,13,9,7,8,3d4,5
489,399,Bidoof,NORMAL,,250,59,45,40,35,40,31,Water-1,Field,Medium-Fast,5,12,3,6,4,5,5,5,3d4,3
490,400,Bibarel,NORMAL,WATER,410,79,85,60,55,60,71,Water-1,Field,Medium-Fast,5,16,4,11,9,8,7,8,3d4,4
491,401,Kricketot,BUG,,194,37,25,41,25,41,25,Bug,,Medium-Slow,-5,8,2,4,4,6,4,6,3d4,3
492,402,Kricketune,BUG,,384,77,85,51,55,51,65,Bug,,Medium-Slow,-5,16,4,11,9,7,7,7,3d4,4
493,403,Shinx,ELECTRIC,,263,45,65,34,40,34,45,Field,,Medium-Slow,-5,10,3,9,6,5,5,5,3d4,2
494,404,Luxio,ELECTRIC,,363,60,85,49,60,49,60,Field,,Medium-Slow,-5,13,4,11,8,7,8,7,3d4,3
495,405,Luxray,ELECTRIC,,523,80,120,79,95,79,70,Field,,Medium-Slow,-5,17,5,15,9,10,12,10,3d4,6
496,406,Budew,GRASS,POISON,280,40,30,35,50,70,55,No-Eggs-Discovered,,Medium-Slow,-5,9,3,4,7,7,7,9,3d4,4
497,407,Roserade,GRASS,POISON,515,60,70,65,125,105,90,Fairy,Grass,Medium-Slow,-5,13,4,9,12,11,16,14,3d4,6
#VALOR!
#VALOR!
#VALOR!
#VALOR!
502,412,Burmy-Plant-Cloak,BUG,,224,40,29,45,29,45,36,Bug,,Medium-Fast,5,9,3,4,5,6,4,6,3d4,3
503,412,Burmy-Sandy-Cloak,BUG,,224,40,29,45,29,45,36,Bug,,Medium-Fast,5,9,3,4,5,6,4,6,3d4,3
504,412,Burmy-Trash-Cloak,BUG,,224,40,29,45,29,45,36,Bug,,Medium-Fast,5,9,3,4,5,6,4,6,3d4,3
505,413,Wormadam-Plant-Cloak,BUG,GRASS,424,60,59,85,79,105,36,Bug,,Medium-Fast,5,13,4,8,5,12,10,14,3d4,7
506,413,Wormadam-Sandy-Cloak,BUG,GROUND,424,60,79,105,59,85,36,Bug,,Medium-Fast,5,13,4,10,5,12,8,11,3d4,7
507,413,Wormadam-Trash-Cloak,BUG,STEEL,424,60,69,95,69,95,36,Bug,,Medium-Fast,5,13,4,9,5,12,9,12,3d4,7
508,414,Mothim,BUG,FLYING,424,70,94,50,94,50,66,Bug,,Medium-Fast,5,15,4,12,9,7,12,7,3d4,4
509,415,Combee,BUG,FLYING,244,30,30,42,30,42,70,Bug,,Medium-Slow,-5,7,2,4,9,6,4,6,3d4,3
510,416,Vespiquen,BUG,FLYING,474,70,80,102,80,102,40,Bug,,Medium-Slow,-5,15,4,10,5,13,10,13,3d4,8
511,417,Pachirisu,ELECTRIC,,405,60,45,70,45,90,95,Field,Fairy,Medium-Fast,5,13,4,6,12,10,6,12,3d4,6
512,418,Buizel,WATER,,330,55,65,35,60,30,85,Water-1,Field,Medium-Fast,5,12,3,9,11,5,8,4,3d4,2
513,419,Floatzel,WATER,,495,85,105,55,85,50,115,Water-1,Field,Medium-Fast,5,18,5,14,15,7,11,7,3d4,4
514,420,Cherubi,GRASS,,275,45,35,45,62,53,35,Fairy,Grass,Medium-Fast,5,10,3,5,5,7,8,7,3d4,3
515,421,Cherrim,GRASS,,450,70,60,70,87,78,85,Fairy,Grass,Medium-Fast,5,15,4,8,11,10,11,10,3d4,5
516,422,Shellos,WATER,,325,76,48,48,57,62,34,Water-1,Amorphous,Medium-Fast,5,16,4,6,5,7,8,8,3d4,4
517,423,Gastrodon,WATER,GROUND,475,111,83,68,92,82,39,Water-1,Amorphous,Medium-Fast,5,23,6,11,5,10,12,11,3d4,6
518,424,Ambipom,NORMAL,,482,75,100,66,60,66,115,Field,,Fast,10,16,4,13,15,9,8,9,3d4,5
#VALOR!
#VALOR!
521,427,Buneary,NORMAL,,350,55,66,44,44,56,85,Field,Human-Like,Medium-Fast,5,12,3,9,11,7,6,7,3d4,4
522,428,Lopunny,NORMAL,,480,65,76,84,54,96,105,Field,Human-Like,Medium-Fast,5,14,4,10,14,12,7,12,3d4,7
523,428,Mega-Lopunny,NORMAL,FIGHTING,580,65,136,94,54,96,135,Field,Human-Like,Medium-Fast,5,14,4,17,17,12,7,12,3d4,7
524,429,Mismagius,GHOST,,495,60,60,60,105,105,105,Amorphous,,Fast,10,13,4,8,14,11,14,14,3d4,6
525,430,Honchkrow,DARK,FLYING,505,100,125,52,105,52,71,Flying,,Medium-Slow,-5,21,6,16,9,7,14,7,3d4,4
526,431,Glameow,NORMAL,,310,49,55,42,42,37,85,Field,,Fast,10,10,3,7,11,5,6,5,3d4,3
527,432,Purugly,NORMAL,,452,71,82,64,64,59,112,Field,,Fast,10,15,4,11,14,8,8,8,3d4,4
528,433,Chingling,PSYCHIC,,285,45,30,50,65,50,45,No-Eggs-Discovered,,Fast,10,10,3,4,6,7,9,7,3d4,4
529,434,Stunky,POISON,DARK,329,63,63,47,41,41,74,Field,,Medium-Fast,5,13,4,8,10,6,6,6,3d4,3
530,435,Skuntank,POISON,DARK,479,103,93,67,71,61,84,Field,,Medium-Fast,5,21,6,12,11,8,9,8,3d4,5
531,436,Bronzor,STEEL,PSYCHIC,300,57,24,86,24,86,23,Mineral,,Medium-Fast,5,12,3,3,3,11,3,11,3d4,6
532,437,Bronzong,STEEL,PSYCHIC,500,67,89,116,79,116,33,Mineral,,Medium-Fast,5,14,4,12,5,15,10,15,3d4,9
533,438,Bonsly,ROCK,,290,50,80,95,10,45,10,No-Eggs-Discovered,,Medium-Fast,5,11,3,10,2,9,2,6,3d4,5
534,439,Mime-Jr.,PSYCHIC,FAIRY,310,20,25,45,70,90,60,No-Eggs-Discovered,,Medium-Fast,5,5,2,4,8,9,9,12,3d4,5
535,440,Happiny,NORMAL,,220,100,5,5,15,65,30,No-Eggs-Discovered,,Fast,10,21,6,1,4,5,2,9,3d4,2
536,441,Chatot,NORMAL,FLYING,411,76,65,45,92,42,91,Flying,,Medium-Slow,-5,16,4,9,12,6,12,6,3d4,3
537,442,Spiritomb,GHOST,DARK,485,50,92,108,92,108,35,Amorphous,,Medium-Fast,5,11,3,12,5,14,12,14,3d4,8
538,443,Gible,DRAGON,GROUND,300,58,70,45,40,45,42,Monster,Dragon,Slow,-10,12,3,9,6,6,5,6,3d4,3
539,444,Gabite,DRAGON,GROUND,410,68,90,65,50,55,82,Monster,Dragon,Slow,-10,14,4,12,11,8,7,7,3d4,4
540,445,Garchomp,DRAGON,GROUND,600,108,130,95,80,85,102,Monster,Dragon,Slow,-10,22,6,17,13,12,10,11,3d4,7
541,445,Mega-Garchomp,DRAGON,GROUND,700,108,170,115,120,95,92,Monster,Dragon,Slow,-10,22,6,22,12,14,15,12,3d4,8
542,446,Munchlax,NORMAL,,390,135,85,40,40,85,5,No-Eggs-Discovered,,Slow,-10,28,7,11,1,8,5,11,3d4,5
543,447,Riolu,FIGHTING,,285,40,70,40,35,40,60,No-Eggs-Discovered,,Medium-Slow,-5,9,3,9,8,5,5,5,3d4,3
544,448,Lucario,FIGHTING,STEEL,525,70,110,70,115,70,90,Field,Human-Like,Medium-Slow,-5,15,4,14,12,9,15,9,3d4,5
545,448,Mega-Lucario,FIGHTING,STEEL,625,70,145,88,140,70,112,Field,Human-Like,Medium-Slow,-5,15,4,19,14,10,18,9,3d4,6
546,449,Hippopotas,GROUND,,330,68,72,78,38,42,32,Field,,Slow,-10,14,4,9,4,8,5,6,3d4,4
547,450,Hippowdon,GROUND,,525,108,112,118,68,72,47,Field,,Slow,-10,22,6,14,6,12,9,9,3d4,7
548,451,Skorupi,POISON,BUG,330,40,50,90,30,55,65,Bug,Water-3,Slow,-10,9,3,7,9,10,4,7,3d4,5
549,452,Drapion,POISON,DARK,500,70,90,110,60,75,95,Bug,Water-3,Slow,-10,15,4,12,12,12,8,10,3d4,7
550,453,Croagunk,POISON,FIGHTING,300,48,61,40,61,40,50,Human-Like,,Medium-Fast,5,10,3,8,7,5,8,5,3d4,3
551,454,Toxicroak,POISON,FIGHTING,490,83,106,65,86,65,85,Human-Like,,Medium-Fast,5,17,5,14,11,9,11,9,3d4,5
552,455,Carnivine,GRASS,,454,74,100,72,90,72,46,Grass,,Slow,-10,15,4,13,6,9,12,9,3d4,5
#VALOR!
#VALOR!
555,458,Mantyke,WATER,FLYING,345,45,20,50,60,120,50,No-Eggs-Discovered,,Slow,-10,10,3,3,7,11,8,15,3d4,6
556,459,Snover,GRASS,ICE,334,60,62,50,62,60,40,Monster,Grass,Slow,-10,13,4,8,5,7,8,8,3d4,4
557,460,Abomasnow,GRASS,ICE,494,90,92,75,92,85,60,Monster,Grass,Slow,-10,19,5,12,8,10,12,11,3d4,6
558,460,Mega-Abomasnow,GRASS,ICE,594,90,132,105,132,105,30,Monster,Grass,Slow,-10,19,5,17,4,14,17,14,3d4,8
559,461,Weavile,DARK,ICE,510,70,120,65,45,85,125,Field,,Medium-Slow,-5,15,4,15,16,10,6,11,3d4,6
560,462,Magnezone,ELECTRIC,STEEL,535,70,70,115,130,90,60,Mineral,,Medium-Fast,5,15,4,9,8,13,17,12,3d4,8
561,463,Lickilicky,NORMAL,,515,110,85,95,80,95,50,Monster,,Medium-Fast,5,23,6,11,7,12,10,12,3d4,7
562,464,Rhyperior,GROUND,ROCK,535,115,140,130,55,55,40,Monster,Field,Slow,-10,24,6,18,5,12,7,7,3d4,7
563,465,Tangrowth,GRASS,,535,100,100,125,110,50,50,Grass,,Medium-Fast,5,21,6,13,7,11,14,7,3d4,7
564,466,Electivire,ELECTRIC,,540,75,123,67,95,85,95,Human-Like,,Medium-Fast,5,16,4,16,12,10,12,11,3d4,6
565,467,Magmortar,FIRE,,540,75,95,67,125,95,83,Human-Like,,Medium-Fast,5,16,4,12,11,11,16,12,3d4,6
566,468,Togekiss,FAIRY,FLYING,545,85,50,95,120,115,80,Flying,Fairy,Fast,10,18,5,7,10,14,15,15,3d4,8
567,469,Yanmega,BUG,FLYING,515,86,76,86,116,56,95,Bug,,Medium-Fast,5,18,5,10,12,9,15,7,3d4,5
568,470,Leafeon,GRASS,,525,65,110,130,60,65,95,Field,,Medium-Fast,5,14,4,14,12,13,8,9,3d4,7
569,471,Glaceon,ICE,,525,65,60,110,130,95,65,Field,,Medium-Fast,5,14,4,8,9,13,17,12,3d4,8
570,472,Gliscor,GROUND,FLYING,510,75,95,125,45,75,95,Bug,,Medium-Slow,-5,16,4,12,12,13,6,10,3d4,8
571,473,Mamoswine,ICE,GROUND,530,110,130,80,70,60,80,Field,,Slow,-10,23,6,17,10,9,9,8,3d4,5
572,474,Porygon-Z,NORMAL,,535,85,80,70,135,75,90,Mineral,,Medium-Fast,5,18,5,10,12,10,17,10,3d4,5
573,475,Gallade,PSYCHIC,FIGHTING,518,68,125,65,65,115,80,Human-Like*,Amorphous,Slow,-10,14,4,16,10,12,9,15,3d4,7
574,475,Mega-Gallade,PSYCHIC,FIGHTING,618,68,165,95,65,115,110,Human-Like*,Amorphous,Slow,-10,14,4,21,14,14,9,15,3d4,8
575,476,Probopass,ROCK,STEEL,525,60,55,145,75,150,40,Mineral,,Medium-Fast,5,13,4,7,5,19,10,19,3d4,11
576,477,Dusknoir,GHOST,,525,45,100,135,65,135,45,Amorphous,,Fast,10,10,3,13,6,17,9,17,3d4,10
577,478,Froslass,ICE,GHOST,480,70,80,70,80,70,110,Fairy,Mineral,Medium-Fast,5,15,4,10,14,9,10,9,3d4,5
578,479,Rotom,ELECTRIC,GHOST,440,50,50,77,95,77,91,Amorphous,,Medium-Fast,5,11,3,7,12,10,12,10,3d4,6
579,479,Rotom-Heat-Rotom,ELECTRIC,FIRE,520,50,65,107,105,107,86,Amorphous,,Medium-Fast,5,11,3,9,11,14,14,14,3d4,8
580,479,Rotom-Wash-Rotom,ELECTRIC,WATER,520,50,65,107,105,107,86,Amorphous,,Medium-Fast,5,11,3,9,11,14,14,14,3d4,8
581,479,Rotom-Frost-Rotom,ELECTRIC,ICE,520,50,65,107,105,107,86,Amorphous,,Medium-Fast,5,11,3,9,11,14,14,14,3d4,8
582,479,Rotom-Fan-Rotom,ELECTRIC,FLYING,520,50,65,107,105,107,86,Amorphous,,Medium-Fast,5,11,3,9,11,14,14,14,3d4,8
583,479,Rotom-Mow-Rotom,ELECTRIC,GRASS,520,50,65,107,105,107,86,Amorphous,,Medium-Fast,5,11,3,9,11,14,14,14,3d4,8
584,480,Uxie,PSYCHIC,,580,75,75,130,75,130,95,No-Eggs-Discovered,,Slow,-10,16,4,10,12,17,10,17,3d4,10
585,481,Mesprit,PSYCHIC,,580,80,105,105,105,105,80,No-Eggs-Discovered,,Slow,-10,17,5,14,10,14,14,14,3d4,8
586,482,Azelf,PSYCHIC,,580,75,125,70,125,70,115,No-Eggs-Discovered,,Slow,-10,16,4,16,15,9,16,9,3d4,5
587,483,Dialga,STEEL,DRAGON,680,100,120,120,150,100,90,No-Eggs-Discovered,,Slow,-10,21,6,15,12,14,19,13,3d4,8
588,483,Dialga-Origin-Forme,STEEL,DRAGON,680,100,100,120,150,120,90,No-Eggs-Discovered,,Slow,-10,21,6,13,12,15,19,15,3d4,9
589,484,Palkia,WATER,DRAGON,680,90,120,100,150,120,100,No-Eggs-Discovered,,Slow,-10,19,5,15,13,14,19,15,3d4,8
590,484,Palkia-Origin-Forme,WATER,DRAGON,680,90,100,100,150,120,120,No-Eggs-Discovered,,Slow,-10,19,5,13,15,14,19,15,3d4,8
591,485,Heatran,FIRE,STEEL,600,91,90,106,130,106,77,No-Eggs-Discovered,,Slow,-10,19,5,12,10,14,17,14,3d4,8
592,486,Regigigas,NORMAL,,670,110,160,110,80,110,100,No-Eggs-Discovered,,Slow,-10,23,6,20,13,14,10,14,3d4,8
593,487,Giratina-Altered-Forme,GHOST,DRAGON,680,150,100,120,100,120,90,No-Eggs-Discovered,,Slow,-10,31,8,13,12,15,13,15,3d4,9
594,487,Giratina-Origin-Forme,GHOST,DRAGON,680,150,120,100,120,100,90,No-Eggs-Discovered,,Slow,-10,31,8,15,12,13,15,13,3d4,8
595,488,Cresselia,PSYCHIC,,600,120,70,120,75,130,85,No-Eggs-Discovered,,Slow,-10,25,7,9,11,16,10,17,3d4,10
596,489,Phione,WATER,,480,80,80,80,80,80,80,Water-1,Fairy,Slow,-10,17,5,10,10,10,10,10,3d4,6
597,490,Manaphy,WATER,,600,100,100,100,100,100,100,Water-1,Fairy,Slow,-10,21,6,13,13,13,13,13,3d4,8
598,491,Darkrai,DARK,,600,70,90,90,135,90,125,No-Eggs-Discovered,,Slow,-10,15,4,12,16,12,17,12,3d4,7
599,492,Shaymin-Land-Forme,GRASS,,600,100,100,100,100,100,100,No-Eggs-Discovered,,Medium-Slow,-5,21,6,13,13,13,13,13,3d4,8
600,492,Shaymin-Sky-Forme,GRASS,FLYING,600,100,103,75,120,75,127,No-Eggs-Discovered,,Medium-Slow,-5,21,6,13,16,10,15,10,3d4,6
601,493,Arceus,NORMAL,,720,120,120,120,120,120,120,No-Eggs-Discovered,,Slow,-10,25,7,15,15,15,15,15,3d4,9
602,494,Victini,PSYCHIC,FIRE,600,100,100,100,100,100,100,No-Eggs-Discovered,,Slow,-10,21,6,13,13,13,13,13,3d4,8
603,495,Snivy,GRASS,,308,45,45,55,45,55,63,Field,Grass,Medium-Slow,-5,10,3,6,8,7,6,7,3d4,4
604,496,Servine,GRASS,,413,60,60,75,60,75,83,Field,Grass,Medium-Slow,-5,13,4,8,11,10,8,10,3d4,6
605,497,Serperior,GRASS,,528,75,75,95,75,95,113,Field,Grass,Medium-Slow,-5,16,4,10,15,12,10,12,3d4,7
606,498,Tepig,FIRE,,308,65,63,45,45,45,45,Field,,Medium-Slow,-5,14,4,8,6,6,6,6,3d4,3
607,499,Pignite,FIRE,FIGHTING,418,90,93,55,70,55,55,Field,,Medium-Slow,-5,19,5,12,7,7,9,7,3d4,4
608,500,Emboar,FIRE,FIGHTING,528,110,123,65,100,65,65,Field,,Medium-Slow,-5,23,6,16,9,9,13,9,3d4,5
609,501,Oshawott,WATER,,308,55,55,45,63,45,45,Field,,Medium-Slow,-5,12,3,7,6,6,8,6,3d4,3
610,502,Dewott,WATER,,413,75,75,60,83,60,60,Field,,Medium-Slow,-5,16,4,10,8,8,11,8,3d4,4
611,503,Samurott,WATER,,528,95,100,85,108,70,70,Field,,Medium-Slow,-5,20,5,13,9,10,14,9,3d4,6
612,503,Samurott-Hisuian-Samurott,WATER,DARK,528,90,108,80,100,65,85,Field,,Medium-Slow,-5,19,5,14,11,10,13,9,3d4,5
613,504,Patrat,NORMAL,,255,45,55,39,35,39,42,Field,,Medium-Fast,5,10,3,7,6,5,5,5,3d4,3
614,505,Watchog,NORMAL,,420,60,85,69,60,69,77,Field,,Medium-Fast,5,13,4,11,10,9,8,9,3d4,5
615,506,Lillipup,NORMAL,,275,45,60,45,25,45,55,Field,,Medium-Slow,-5,10,3,8,7,6,4,6,3d4,3
616,507,Herdier,NORMAL,,370,65,80,65,35,65,60,Field,,Medium-Slow,-5,14,4,10,8,9,5,9,3d4,5
617,508,Stoutland,NORMAL,,500,85,110,90,45,90,80,Field,,Medium-Slow,-5,18,5,14,10,12,6,12,3d4,7
618,509,Purrloin,DARK,,281,41,50,37,50,37,66,Field,,Medium-Fast,5,9,3,7,9,5,7,5,3d4,2
619,510,Liepard,DARK,,446,64,88,50,88,50,106,Field,,Medium-Fast,5,13,4,11,14,7,11,7,3d4,4
620,511,Pansage,GRASS,,316,50,53,48,53,48,64,Field,,Medium-Fast,5,11,3,7,8,6,7,6,3d4,3
621,512,Simisage,GRASS,,498,75,98,63,98,63,101,Field,,Medium-Fast,5,16,4,13,13,8,13,8,3d4,5
622,513,Pansear,FIRE,,316,50,53,48,53,48,64,Field,,Medium-Fast,5,11,3,7,8,6,7,6,3d4,3
623,514,Simisear,FIRE,,498,75,98,63,98,63,101,Field,,Medium-Fast,5,16,4,13,13,8,13,8,3d4,5
624,515,Panpour,WATER,,316,50,53,48,53,48,64,Field,,Medium-Fast,5,11,3,7,8,6,7,6,3d4,3
625,516,Simipour,WATER,,498,75,98,63,98,63,101,Field,,Medium-Fast,5,16,4,13,13,8,13,8,3d4,5
626,517,Munna,PSYCHIC,,292,76,25,45,67,55,24,Field,,Fast,10,16,4,4,3,7,9,7,3d4,4
